0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000056e-01	4.017079206511179335e-01
2.000000000000000111e-01	3.279008649715505763e-01
3.000000000000000444e-01	2.633502459406165119e-01
4.000000000000000222e-01	2.069854799360109909e-01
5.000000000000000000e-01	1.579140848908122674e-01
6.000000000000000888e-01	1.153929083105067060e-01
7.000000000000000666e-01	7.880506477347733185e-02
8.000000000000000444e-01	4.764135573967046011e-02
9.000000000000000222e-01	2.148517040884150367e-02
1.000000000000000000e+00	0.000000000000000000e+00
1.100000000000000089e+00	-1.708126379666799824e-02
1.200000000000000178e+00	-2.996615288948004455e-02
1.300000000000000044e+00	-3.881271556018211361e-02
1.400000000000000133e+00	-4.374151208544722197e-02
1.500000000000000000e+00	-4.485203466951157708e-02
1.600000000000000089e+00	-4.224761217224630439e-02
1.700000000000000178e+00	-3.607545157782608702e-02
1.800000000000000044e+00	-2.659269070913751823e-02
1.900000000000000133e+00	-1.427584758210218713e-02
2.000000000000000000e+00	0.000000000000000000e+00
2.100000000000000089e+00	1.497698615813425164e-02
2.200000000000000178e+00	2.980303652320182711e-02
2.300000000000000266e+00	4.332620198699980996e-02
2.400000000000000355e+00	5.373711508505732426e-02
2.500000000000000000e+00	5.866540255815669985e-02
2.600000000000000089e+00	5.582422739331645983e-02
2.700000000000000178e+00	4.446378242729832203e-02
2.800000000000000266e+00	2.710790733964664814e-02
2.900000000000000355e+00	9.851189957968790878e-03
3.000000000000000000e+00	0.000000000000000000e+00
3.100000000000000089e+00	8.391178484123550281e-04
3.200000000000000178e+00	6.552793410508412318e-03
3.300000000000000266e+00	1.205656488086379909e-02
3.400000000000000355e+00	1.521137526036890446e-02
3.500000000000000000e+00	1.571122662074045384e-02
3.600000000000000089e+00	1.407638608605210791e-02
3.700000000000000178e+00	1.105565449643415230e-02
3.800000000000000266e+00	7.352314075464566438e-03
3.900000000000000355e+00	3.530047903639911295e-03
4.000000000000000000e+00	0.000000000000000000e+00
4.100000000000000533e+00	-2.953606540458203478e-03
4.200000000000000178e+00	-5.129561389300366613e-03
4.299999999999999822e+00	-6.425817522167649731e-03
4.400000000000000355e+00	-6.830864836370275847e-03
4.500000000000000000e+00	-6.412501371368041492e-03
4.600000000000000533e+00	-5.314267835787180906e-03
4.700000000000000178e+00	-3.758641591558455931e-03
4.800000000000000711e+00	-2.056535844153553443e-03
4.900000000000000355e+00	-6.230782521110255238e-04
5.000000000000000000e+00	0.000000000000000000e+00
5.100000000000000533e+00	-6.054656703309638233e-04
5.200000000000000178e+00	-1.940709141046224060e-03
5.300000000000000711e+00	-3.440203184352630568e-03
5.400000000000000355e+00	-4.708483612535486161e-03
5.500000000000000000e+00	-5.485063809088669418e-03
5.600000000000000533e+00	-5.621071831028881180e-03
5.700000000000000178e+00	-5.064411590197425220e-03
5.800000000000000711e+00	-3.850774421629587965e-03
5.900000000000000355e+00	-2.097884034051218823e-03
6.000000000000000000e+00	0.000000000000000000e+00
6.100000000000000533e+00	2.188086697961649091e-03
6.200000000000000178e+00	4.191142232864087519e-03
6.300000000000000711e+00	5.724682612256223185e-03
6.400000000000000355e+00	6.532235844281831030e-03
6.500000000000000000e+00	6.443499703718593916e-03
6.600000000000000533e+00	5.440854802529170031e-03
6.700000000000000178e+00	3.721382010684266481e-03
6.800000000000000711e+00	1.736419240422990874e-03
6.900000000000000355e+00	1.916271435316963347e-04
7.000000000000000000e+00	0.000000000000000000e+00
7.100000000000000533e+00	1.777426239257237422e-03
7.200000000000000178e+00	4.594253683354784616e-03
7.300000000000000711e+00	7.397112832256572644e-03
7.400000000000000355e+00	9.480770692507578534e-03
7.500000000000000000e+00	1.046669959723543764e-02
7.600000000000000533e+00	1.024173566783124004e-02
7.700000000000000178e+00	8.879671329200214402e-03
7.800000000000000711e+00	6.564691442133744649e-03
7.900000000000000355e+00	3.527794241366562049e-03
8.000000000000000000e+00	0.000000000000000000e+00
8.099999999999999645e+00	-3.755030516646370563e-03
8.200000000000001066e+00	-7.292105028064645340e-03
8.300000000000000711e+00	-1.021766794131314000e-02
8.400000000000000355e+00	-1.224587361957001075e-02
8.500000000000000000e+00	-1.318394110754204929e-02
8.599999999999999645e+00	-1.291964484934608574e-02
8.700000000000001066e+00	-1.141205370069066707e-02
8.800000000000000711e+00	-8.685985013610899100e-03
8.900000000000000355e+00	-4.830298931749935250e-03
9.000000000000000000e+00	0.000000000000000000e+00
9.099999999999999645e+00	5.577955473957027163e-03
9.200000000000001066e+00	1.159529972866820725e-02
9.300000000000000711e+00	1.764978963588165889e-02
9.400000000000000355e+00	2.322967899307097281e-02
9.500000000000000000e+00	2.769611216238676912e-02
9.600000000000001421e+00	3.026477502288850083e-02
9.700000000000001066e+00	2.998893883011589240e-02
9.800000000000000711e+00	2.574708940063711107e-02
9.900000000000000355e+00	1.623958170221699235e-02
1.000000000000000000e+01	0.000000000000000000e+00
