1.000000000000000000e+00	0.000000000000000000e+00
1.090000000000000080e+00	5.213187257035342692e-02
1.179999999999999938e+00	9.049490878606210320e-02
1.270000000000000018e+00	1.173065780293286731e-01
1.359999999999999876e+00	1.340445989892381784e-01
1.449999999999999956e+00	1.416487953278397494e-01
1.540000000000000036e+00	1.406484989056739909e-01
1.629999999999999893e+00	1.312462047085614647e-01
1.719999999999999973e+00	1.133781610276422824e-01
1.810000000000000053e+00	8.676966324059796898e-02
1.899999999999999911e+00	5.100570058451553423e-02
1.989999999999999991e+00	5.646854647297933766e-03
2.080000000000000071e+00	4.956256773268419985e-02
2.169999999999999929e+00	1.143222128580898972e-01
2.259999999999999787e+00	1.871426565908023976e-01
2.349999999999999645e+00	2.643650349073263794e-01
2.439999999999999947e+00	3.388810837980188451e-01
2.530000000000000249e+00	3.990169440463447459e-01
2.620000000000000107e+00	4.288097832541867827e-01
2.709999999999999964e+00	4.114637246953823935e-01
2.799999999999999822e+00	3.364711189225421117e-01
2.889999999999999680e+00	2.068085559542845731e-01
2.979999999999999982e+00	3.976925844365317847e-02
3.069999999999999840e+00	1.182187424365841316e-01
3.160000000000000142e+00	2.103035980592002918e-01
3.250000000000000000e+00	2.480023627524263474e-01
3.339999999999999858e+00	2.480569036110345238e-01
3.429999999999999716e+00	2.251629081350918216e-01
3.520000000000000018e+00	1.901962485352014509e-01
3.609999999999999876e+00	1.504114162687369416e-01
3.699999999999999734e+00	1.103076302208663567e-01
3.790000000000000036e+00	7.250886714528995136e-02
3.879999999999999893e+00	3.844607794410054985e-02
3.969999999999999751e+00	8.827342820717513222e-03
4.060000000000000497e+00	1.605770906532836065e-02
4.150000000000000355e+00	3.614786174385450218e-02
4.240000000000000213e+00	5.149442882448636294e-02
4.330000000000000071e+00	6.219178309201032345e-02
4.419999999999999929e+00	6.833631075573151636e-02
4.509999999999999787e+00	7.000250810729810591e-02
4.599999999999999645e+00	6.722928654076683330e-02
4.689999999999999503e+00	6.001229333061580684e-02
4.779999999999999361e+00	4.829976817355022267e-02
4.869999999999999218e+00	3.199053391652418449e-02
4.959999999999999964e+00	1.093342041263027989e-02
5.049999999999999822e+00	1.332153179285355815e-02
5.139999999999999680e+00	3.269020953423889403e-02
5.229999999999999538e+00	4.659812389471668093e-02
5.320000000000000284e+00	5.551178045492050073e-02
5.410000000000000142e+00	5.982982177278326624e-02
5.500000000000000000e+00	5.990754532478315825e-02
5.589999999999999858e+00	5.608148997451651435e-02
5.679999999999999716e+00	4.869526460159859932e-02
5.769999999999999574e+00	3.812746732198279975e-02
5.859999999999999432e+00	2.482200948451049327e-02
5.950000000000000178e+00	9.320280650775088563e-03
6.040000000000000036e+00	7.706765340710836250e-03
6.129999999999999893e+00	2.543042843686167329e-02
6.219999999999999751e+00	4.284615342328112336e-02
6.309999999999999609e+00	5.877398182553046635e-02
6.399999999999999467e+00	7.188737160957910100e-02
6.490000000000000213e+00	8.077903192838770119e-02
6.580000000000000071e+00	8.406721753391908913e-02
6.669999999999999929e+00	8.053602517263171168e-02
6.759999999999999787e+00	6.929020348978190413e-02
6.849999999999999645e+00	4.989334568444912105e-02
6.939999999999999503e+00	2.245437703764035023e-02
7.029999999999999361e+00	1.148195966245032021e-02
7.120000000000000107e+00	3.968140001542214829e-02
7.209999999999999964e+00	5.870265875053394533e-02
7.299999999999999822e+00	6.923050955464070400e-02
7.389999999999999680e+00	7.235333680232933218e-02
7.479999999999999538e+00	6.940101299657157330e-02
7.569999999999999396e+00	6.179039562236988969e-02
7.660000000000000142e+00	5.090139231247500784e-02
7.750000000000000000e+00	3.799295676535613397e-02
7.839999999999999858e+00	2.415755804849859661e-02
7.929999999999999716e+00	1.030650396037684040e-02
8.019999999999999574e+00	2.823459370591402569e-03
8.109999999999999432e+00	1.465108564875529720e-02
8.199999999999999289e+00	2.472591838816456250e-02
8.289999999999999147e+00	3.270254289123449010e-02
8.379999999999999005e+00	3.831653684797689530e-02
8.469999999999998863e+00	4.136348734868981053e-02
8.559999999999998721e+00	4.168155445922368946e-02
8.649999999999998579e+00	3.913755261502827043e-02
8.739999999999998437e+00	3.361627727969476731e-02
8.830000000000000071e+00	2.501273022872073024e-02
8.919999999999999929e+00	1.322692299505201508e-02
9.009999999999999787e+00	1.794160549099836069e-03
9.099999999999999645e+00	1.583482767571458422e-02
9.189999999999999503e+00	2.626525874945219094e-02
9.279999999999999361e+00	3.333324028272783429e-02
9.369999999999999218e+00	3.727848988327377849e-02
9.459999999999999076e+00	3.834065896854700617e-02
9.549999999999998934e+00	3.676835809895535184e-02
9.640000000000000568e+00	3.282906668001851769e-02
9.730000000000000426e+00	2.681966711117182364e-02
9.820000000000000284e+00	1.907713927742493709e-02
9.910000000000000142e+00	9.988661400768298129e-03
1.000000000000000000e+01	0.000000000000000000e+00
